epoch,mode,len,invalids,quests_complete,deaths,score
162,0,12.880000000000001,9.2200000000000006,0.23999999999999999,0.22,-0.93400000000000039
162,1,11.880000000000001,7.9400000000000004,0.20000000000000001,0.26000000000000001,-0.92840000000000034
163,0,11.5,7.4199999999999999,0.26000000000000001,0.26000000000000001,-0.77760000000000018
163,1,11.08,7.04,0.17999999999999999,0.33000000000000002,-0.95860000000000023
164,0,12.460000000000001,8.5800000000000001,0.22,0.23999999999999999,-0.91220000000000023
164,1,9.3200000000000003,4.2599999999999998,0.29999999999999999,0.31,-0.54980000000000007
165,0,8.5999999999999996,5.4400000000000004,0.41999999999999998,0.29999999999999999,-0.44840000000000019
165,1,8.8599999999999994,2.2000000000000002,0.32000000000000001,0.33000000000000002,-0.31980000000000008
166,0,10.94,6.7000000000000002,0.32000000000000001,0.28000000000000003,-0.66640000000000033
166,1,10.380000000000001,4.3799999999999999,0.20000000000000001,0.33000000000000002,-0.67220000000000013
167,0,10.0,4.8799999999999999,0.28000000000000003,0.35999999999999999,-0.61280000000000012
167,1,11.199999999999999,3.2400000000000002,0.38,0.26000000000000001,-0.17820000000000011
168,0,9.5800000000000001,5.3799999999999999,0.29999999999999999,0.35999999999999999,-0.63340000000000019
168,1,10.24,5.4800000000000004,0.26000000000000001,0.33000000000000002,-0.63000000000000023
169,0,8.1199999999999992,4.0,0.44,0.29999999999999999,-0.29380000000000001
169,1,9.3599999999999994,3.4399999999999999,0.32000000000000001,0.31,-0.39679999999999999
170,0,9.4199999999999999,4.9199999999999999,0.32000000000000001,0.40000000000000002,-0.60980000000000001
170,1,10.279999999999999,3.7599999999999998,0.26000000000000001,0.35999999999999999,-0.49540000000000006
171,0,8.4800000000000004,3.1000000000000001,0.29999999999999999,0.38,-0.43700000000000006
171,1,11.119999999999999,5.7800000000000002,0.20000000000000001,0.35999999999999999,-0.76600000000000013
172,0,10.92,4.6600000000000001,0.28000000000000003,0.28000000000000003,-0.52300000000000002
172,1,8.8000000000000007,1.28,0.41999999999999998,0.27000000000000002,-0.036400000000000023
173,0,8.8800000000000008,5.1799999999999997,0.34000000000000002,0.35999999999999999,-0.56800000000000006
173,1,12.279999999999999,3.4399999999999999,0.23999999999999999,0.28999999999999998,-0.4078
174,0,8.6600000000000001,4.7999999999999998,0.28000000000000003,0.41999999999999998,-0.65160000000000007
174,1,9.8200000000000003,2.2999999999999998,0.29999999999999999,0.35999999999999999,-0.29920000000000008
175,0,9.8800000000000008,4.7800000000000002,0.35999999999999999,0.26000000000000001,-0.42280000000000018
175,1,9.5800000000000001,2.6200000000000001,0.34000000000000002,0.27000000000000002,-0.26540000000000008
176,0,10.1,5.3799999999999999,0.34000000000000002,0.28000000000000003,-0.51900000000000013
176,1,10.16,4.2599999999999998,0.28000000000000003,0.28999999999999998,-0.49920000000000003
177,0,9.0399999999999991,5.7400000000000002,0.32000000000000001,0.35999999999999999,-0.6402000000000001
177,1,9.2400000000000002,5.4400000000000004,0.32000000000000001,0.34999999999999998,-0.59540000000000015
178,0,9.5999999999999996,5.6399999999999997,0.34000000000000002,0.28000000000000003,-0.53740000000000021
178,1,9.7400000000000002,5.7199999999999998,0.23999999999999999,0.33000000000000002,-0.74600000000000011
179,0,11.380000000000001,7.2199999999999998,0.29999999999999999,0.23999999999999999,-0.69820000000000026
179,1,8.1199999999999992,3.3999999999999999,0.26000000000000001,0.34000000000000002,-0.56020000000000014
180,0,11.92,7.4000000000000004,0.26000000000000001,0.26000000000000001,-0.78000000000000025
180,1,9.6600000000000001,6.1399999999999997,0.32000000000000001,0.28000000000000003,-0.62300000000000011
181,0,8.9600000000000009,4.96,0.28000000000000003,0.38,-0.62940000000000007
181,1,9.4600000000000009,4.7999999999999998,0.28000000000000003,0.35999999999999999,-0.58040000000000003
182,0,9.5399999999999991,4.7800000000000002,0.26000000000000001,0.38,-0.6392000000000001
182,1,10.779999999999999,8.0800000000000001,0.29999999999999999,0.31,-0.76960000000000017
183,0,11.6,7.6600000000000001,0.32000000000000001,0.17999999999999999,-0.6604000000000001
183,1,10.56,7.3200000000000003,0.32000000000000001,0.20999999999999999,-0.67880000000000029
184,0,9.4399999999999995,6.7999999999999998,0.35999999999999999,0.26000000000000001,-0.60020000000000007
184,1,7.5800000000000001,3.3199999999999998,0.40000000000000002,0.31,-0.32700000000000001
185,0,8.0600000000000005,4.1600000000000001,0.47999999999999998,0.26000000000000001,-0.22760000000000008
185,1,10.859999999999999,4.6600000000000001,0.34000000000000002,0.23000000000000001,-0.38260000000000022
186,0,11.18,7.0800000000000001,0.28000000000000003,0.23999999999999999,-0.7038000000000002
186,1,8.7799999999999994,3.04,0.41999999999999998,0.23999999999999999,-0.17480000000000012
187,0,10.779999999999999,6.5599999999999996,0.32000000000000001,0.26000000000000001,-0.63240000000000018
187,1,10.18,3.1600000000000001,0.17999999999999999,0.35999999999999999,-0.65980000000000016
188,0,7.7999999999999998,3.5,0.38,0.35999999999999999,-0.36560000000000009
188,1,8.9000000000000004,1.4399999999999999,0.40000000000000002,0.32000000000000001,-0.091800000000000048
189,0,10.48,4.7800000000000002,0.32000000000000001,0.28000000000000003,-0.48900000000000005
189,1,8.9800000000000004,4.3600000000000003,0.40000000000000002,0.27000000000000002,-0.33560000000000001
190,0,11.48,5.3399999999999999,0.29999999999999999,0.23999999999999999,-0.53000000000000014
190,1,11.06,4.7000000000000002,0.26000000000000001,0.25,-0.52840000000000009
191,0,9.5800000000000001,6.2800000000000002,0.26000000000000001,0.38,-0.7746000000000004
191,1,12.619999999999999,9.6799999999999997,0.26000000000000001,0.28999999999999998,-0.9328000000000003
192,0,11.58,6.9400000000000004,0.28000000000000003,0.28000000000000003,-0.73480000000000023
192,1,11.460000000000001,5.8200000000000003,0.28000000000000003,0.26000000000000001,-0.59320000000000017
193,0,11.6,5.3799999999999999,0.22,0.29999999999999999,-0.67500000000000016
193,1,9.2400000000000002,1.76,0.28000000000000003,0.33000000000000002,-0.32440000000000002
194,0,10.220000000000001,4.6200000000000001,0.34000000000000002,0.28000000000000003,-0.45180000000000009
194,1,7.4199999999999999,3.48,0.34000000000000002,0.34999999999999998,-0.4598000000000001
195,0,10.58,5.0800000000000001,0.28000000000000003,0.29999999999999999,-0.57720000000000016
195,1,7.4199999999999999,2.8199999999999998,0.47999999999999998,0.28000000000000003,-0.10060000000000004
196,0,10.539999999999999,4.5800000000000001,0.29999999999999999,0.26000000000000001,-0.47200000000000009
196,1,9.6199999999999992,2.6200000000000001,0.34000000000000002,0.27000000000000002,-0.26580000000000004
197,0,11.08,5.3200000000000003,0.26000000000000001,0.32000000000000001,-0.64380000000000026
197,1,9.5999999999999996,4.7999999999999998,0.35999999999999999,0.28999999999999998,-0.42180000000000012
198,0,11.34,5.4000000000000004,0.28000000000000003,0.26000000000000001,-0.57400000000000018
198,1,8.0600000000000005,2.7599999999999998,0.32000000000000001,0.32000000000000001,-0.38200000000000012
199,0,8.4000000000000004,3.3599999999999999,0.26000000000000001,0.46000000000000002,-0.57920000000000005
199,1,9.2200000000000006,2.1400000000000001,0.34000000000000002,0.38,-0.23840000000000003
200,0,7.6200000000000001,3.0800000000000001,0.38,0.35999999999999999,-0.32600000000000001
200,1,7.96,4.2199999999999998,0.35999999999999999,0.35999999999999999,-0.45220000000000016
