epoch,mode,len,invalids,quests_complete,deaths,score
30,1,15.300000000000001,13.52,0.17999999999999999,0.20000000000000001,-1.3266000000000004
31,0,16.260000000000002,14.56,0.10000000000000001,0.20000000000000001,-1.5700000000000005
31,1,14.16,12.140000000000001,0.22,0.17999999999999999,-1.1704000000000006
32,0,17.059999999999999,15.1,0.080000000000000002,0.16,-1.6072
32,1,14.1,11.24,0.16,0.20000000000000001,-1.2286000000000004
33,0,16.5,14.380000000000001,0.14000000000000001,0.17999999999999999,-1.4960000000000004
33,1,12.640000000000001,11.16,0.22,0.20000000000000001,-1.1264000000000003
34,0,16.579999999999998,14.800000000000001,0.14000000000000001,0.20000000000000001,-1.5544000000000002
34,1,13.779999999999999,10.42,0.17999999999999999,0.25,-1.1908000000000003
35,0,16.719999999999999,14.359999999999999,0.12,0.17999999999999999,-1.5166000000000006
35,1,12.199999999999999,10.300000000000001,0.29999999999999999,0.19,-0.94400000000000017
36,0,15.119999999999999,13.32,0.23999999999999999,0.17999999999999999,-1.2858000000000005
36,1,12.58,10.880000000000001,0.35999999999999999,0.14999999999999999,-0.86020000000000041
37,0,15.94,13.539999999999999,0.20000000000000001,0.20000000000000001,-1.3740000000000006
37,1,12.140000000000001,10.380000000000001,0.16,0.25,-1.1910000000000003
38,0,15.84,14.06,0.16,0.16,-1.4206000000000005
38,1,13.74,12.06,0.17999999999999999,0.19,-1.2588000000000004
39,0,14.779999999999999,12.220000000000001,0.14000000000000001,0.32000000000000001,-1.423
39,1,9.3000000000000007,6.46,0.29999999999999999,0.34999999999999998,-0.74760000000000015
40,0,15.42,13.140000000000001,0.16,0.22,-1.3930000000000005
40,1,11.42,8.9199999999999999,0.29999999999999999,0.23999999999999999,-0.87140000000000017
41,0,15.6,13.640000000000001,0.14000000000000001,0.23999999999999999,-1.4798000000000004
41,1,12.300000000000001,10.82,0.20000000000000001,0.27000000000000002,-1.1918000000000002
42,0,16.379999999999999,14.1,0.059999999999999998,0.28000000000000003,-1.6494000000000002
42,1,11.619999999999999,9.5,0.23999999999999999,0.29999999999999999,-1.0456000000000003
43,0,14.380000000000001,12.220000000000001,0.14000000000000001,0.35999999999999999,-1.4586000000000003
43,1,12.119999999999999,10.539999999999999,0.23999999999999999,0.29999999999999999,-1.0650000000000006
44,0,13.619999999999999,11.74,0.23999999999999999,0.28000000000000003,-1.2276000000000002
44,1,12.720000000000001,10.02,0.20000000000000001,0.26000000000000001,-1.0646000000000002
45,0,15.58,13.76,0.14000000000000001,0.23999999999999999,-1.4904000000000004
45,1,12.300000000000001,9.1799999999999997,0.23999999999999999,0.23999999999999999,-0.94440000000000035
46,0,14.92,12.9,0.22,0.17999999999999999,-1.2662000000000007
46,1,12.56,11.199999999999999,0.23999999999999999,0.19,-1.0892000000000004
47,0,14.08,11.76,0.16,0.32000000000000001,-1.3544
47,1,11.279999999999999,8.8800000000000008,0.26000000000000001,0.31,-0.94640000000000024
48,0,14.779999999999999,12.779999999999999,0.20000000000000001,0.26000000000000001,-1.3534000000000004
48,1,15.52,14.34,0.14000000000000001,0.20000000000000001,-1.4430000000000001
49,0,15.5,12.52,0.16,0.26000000000000001,-1.3776000000000004
49,1,10.66,8.8399999999999999,0.28000000000000003,0.28999999999999998,-0.93620000000000037
50,0,13.56,11.279999999999999,0.16,0.38,-1.3654000000000002
50,1,10.300000000000001,7.9000000000000004,0.26000000000000001,0.37,-0.90780000000000016
51,0,14.66,12.48,0.20000000000000001,0.28000000000000003,-1.3450000000000006
51,1,11.039999999999999,8.4399999999999995,0.28000000000000003,0.28999999999999998,-0.88420000000000032
52,0,13.140000000000001,10.58,0.17999999999999999,0.35999999999999999,-1.2582000000000002
52,1,12.94,10.880000000000001,0.20000000000000001,0.31,-1.1640000000000006
53,0,13.960000000000001,11.699999999999999,0.23999999999999999,0.32000000000000001,-1.2670000000000003
53,1,12.039999999999999,8.4399999999999995,0.23999999999999999,0.31,-0.9346000000000001
54,0,14.859999999999999,12.58,0.12,0.29999999999999999,-1.4566000000000006
54,1,12.460000000000001,9.3800000000000008,0.26000000000000001,0.29999999999999999,-1.0032000000000003
55,0,13.56,11.58,0.29999999999999999,0.17999999999999999,-1.0530000000000004
55,1,9.4199999999999999,7.4199999999999999,0.46000000000000002,0.20000000000000001,-0.51520000000000032
56,0,14.359999999999999,11.720000000000001,0.28000000000000003,0.22,-1.1334000000000004
56,1,11.539999999999999,8.5,0.29999999999999999,0.23999999999999999,-0.83480000000000032
57,0,13.16,10.5,0.14000000000000001,0.35999999999999999,-1.2916000000000003
57,1,11.800000000000001,7.2000000000000002,0.28000000000000003,0.33000000000000002,-0.78020000000000023
58,0,12.800000000000001,10.140000000000001,0.23999999999999999,0.38,-1.1744000000000003
58,1,11.66,6.9199999999999999,0.22,0.34999999999999998,-0.83400000000000019
59,0,15.279999999999999,12.300000000000001,0.14000000000000001,0.23999999999999999,-1.3560000000000005
59,1,11.880000000000001,9.5,0.17999999999999999,0.28000000000000003,-1.1088000000000005
60,0,15.460000000000001,13.24,0.20000000000000001,0.17999999999999999,-1.3224000000000005
60,1,14.220000000000001,12.92,0.20000000000000001,0.17000000000000001,-1.2614000000000005
61,0,14.92,13.48,0.14000000000000001,0.23999999999999999,-1.4586000000000003
61,1,14.56,13.48,0.23999999999999999,0.16,-1.1956000000000007
62,0,14.359999999999999,12.640000000000001,0.12,0.28000000000000003,-1.4372000000000005
62,1,12.92,11.5,0.17999999999999999,0.27000000000000002,-1.2398000000000002
63,0,15.720000000000001,14.24,0.14000000000000001,0.22,-1.5152000000000003
63,1,14.44,13.6,0.14000000000000001,0.20000000000000001,-1.4052000000000004
64,0,16.440000000000001,15.02,0.12,0.16,-1.5534000000000001
64,1,14.960000000000001,14.16,0.12,0.17000000000000001,-1.4809999999999999
65,0,13.140000000000001,11.42,0.32000000000000001,0.16,-0.99440000000000039
65,1,11.619999999999999,10.32,0.22,0.22,-1.1000000000000003
66,0,15.039999999999999,13.24,0.22,0.16,-1.2782000000000004
66,1,15.4,14.16,0.12,0.16,-1.4656000000000007
67,0,12.66,10.26,0.28000000000000003,0.29999999999999999,-1.0642000000000003
67,1,11.359999999999999,7.8200000000000003,0.23999999999999999,0.29999999999999999,-0.87200000000000033
68,0,12.359999999999999,9.6600000000000001,0.29999999999999999,0.28000000000000003,-0.96720000000000028
68,1,11.640000000000001,9.0800000000000001,0.28000000000000003,0.25,-0.86860000000000037
69,0,12.859999999999999,10.42,0.28000000000000003,0.26000000000000001,-1.0410000000000001
69,1,11.300000000000001,8.0399999999999991,0.23999999999999999,0.28999999999999998,-0.91100000000000037
70,0,13.5,10.359999999999999,0.28000000000000003,0.22,-1.0024000000000004
70,1,10.539999999999999,7.3799999999999999,0.34000000000000002,0.23000000000000001,-0.66380000000000028
71,0,12.02,7.9000000000000004,0.32000000000000001,0.29999999999999999,-0.80500000000000027
71,1,12.539999999999999,5.1200000000000001,0.22,0.28000000000000003,-0.62139999999999995
72,0,13.6,10.16,0.20000000000000001,0.28000000000000003,-1.1256000000000004
72,1,11.1,6.9800000000000004,0.22,0.31,-0.85360000000000003
73,0,11.779999999999999,8.4600000000000009,0.38,0.23999999999999999,-0.73300000000000021
73,1,13.08,9.6600000000000001,0.29999999999999999,0.20000000000000001,-0.85560000000000014
74,0,12.300000000000001,9.1199999999999992,0.29999999999999999,0.34000000000000002,-0.97740000000000005
74,1,9.3200000000000003,4.4000000000000004,0.44,0.28999999999999998,-0.28240000000000004
75,0,12.68,8.6400000000000006,0.26000000000000001,0.29999999999999999,-0.93880000000000008
75,1,7.9199999999999999,3.04,0.32000000000000001,0.35999999999999999,-0.44540000000000013
76,0,10.92,7.5999999999999996,0.34000000000000002,0.32000000000000001,-0.76660000000000028
76,1,11.84,8.2200000000000006,0.22,0.29999999999999999,-0.91320000000000012
77,0,13.24,9.1199999999999992,0.32000000000000001,0.23999999999999999,-0.86760000000000015
77,1,10.26,5.7000000000000002,0.26000000000000001,0.28999999999999998,-0.6896000000000001
78,0,11.140000000000001,8.0199999999999996,0.40000000000000002,0.26000000000000001,-0.6866000000000001
78,1,11.44,7.3600000000000003,0.32000000000000001,0.23999999999999999,-0.67140000000000011
79,0,13.279999999999999,9.5800000000000001,0.28000000000000003,0.28000000000000003,-0.98940000000000028
79,1,11.56,7.2599999999999998,0.32000000000000001,0.23999999999999999,-0.64380000000000026
80,0,10.48,7.7800000000000002,0.44,0.26000000000000001,-0.61800000000000022
80,1,9.6199999999999992,3.8999999999999999,0.28000000000000003,0.33000000000000002,-0.56040000000000001
81,0,12.640000000000001,8.5999999999999996,0.20000000000000001,0.32000000000000001,-1.0152000000000001
81,1,9.3200000000000003,4.1399999999999997,0.34000000000000002,0.34000000000000002,-0.47880000000000011
82,0,12.199999999999999,9.3800000000000008,0.20000000000000001,0.40000000000000002,-1.1602000000000001
82,1,10.24,6.7199999999999998,0.29999999999999999,0.34999999999999998,-0.70120000000000005
83,0,10.960000000000001,6.8399999999999999,0.20000000000000001,0.41999999999999998,-0.93900000000000039
83,1,9.8399999999999999,3.7799999999999998,0.26000000000000001,0.40000000000000002,-0.55220000000000002
84,0,11.98,8.2400000000000002,0.22,0.34000000000000002,-0.97580000000000011
84,1,10.460000000000001,5.3399999999999999,0.26000000000000001,0.35999999999999999,-0.69879999999999998
85,0,11.119999999999999,7.46,0.28000000000000003,0.29999999999999999,-0.79680000000000017
85,1,8.7200000000000006,4.6200000000000001,0.29999999999999999,0.34999999999999998,-0.59600000000000009
86,0,10.9,7.8799999999999999,0.23999999999999999,0.41999999999999998,-0.99160000000000015
86,1,12.1,9.8599999999999994,0.23999999999999999,0.34000000000000002,-1.0234000000000003
87,0,12.74,10.74,0.20000000000000001,0.26000000000000001,-1.1494000000000004
87,1,13.859999999999999,11.98,0.12,0.25,-1.3332000000000002
88,0,10.279999999999999,8.0399999999999991,0.35999999999999999,0.32000000000000001,-0.77960000000000018
88,1,11.32,7.2800000000000002,0.29999999999999999,0.28000000000000003,-0.70300000000000029
89,0,11.800000000000001,9.2599999999999998,0.28000000000000003,0.29999999999999999,-0.96560000000000012
89,1,10.199999999999999,4.9400000000000004,0.28000000000000003,0.33000000000000002,-0.62020000000000008
90,0,10.44,7.5,0.44,0.22,-0.55280000000000018
90,1,9.5600000000000005,7.2400000000000002,0.44,0.22,-0.52060000000000028
91,0,12.199999999999999,8.1999999999999993,0.29999999999999999,0.26000000000000001,-0.81440000000000012
91,1,9.6799999999999997,4.9000000000000004,0.40000000000000002,0.25,-0.37140000000000006
92,0,12.380000000000001,8.7200000000000006,0.28000000000000003,0.34000000000000002,-0.96240000000000037
92,1,8.1999999999999993,4.3200000000000003,0.29999999999999999,0.38,-0.58360000000000012
93,0,11.56,8.6600000000000001,0.26000000000000001,0.38,-1.0086000000000002
93,1,10.68,6.3200000000000003,0.22,0.37,-0.80980000000000019
94,0,13.06,9.4199999999999999,0.28000000000000003,0.22,-0.91340000000000032
94,1,10.5,4.2999999999999998,0.28000000000000003,0.28999999999999998,-0.5656000000000001
95,0,11.300000000000001,8.3000000000000007,0.35999999999999999,0.29999999999999999,-0.79340000000000033
95,1,10.44,7.4199999999999999,0.20000000000000001,0.34000000000000002,-0.94640000000000013
96,0,11.800000000000001,9.1400000000000006,0.17999999999999999,0.44,-1.1944000000000004
96,1,12.52,10.6,0.26000000000000001,0.32000000000000001,-1.0146000000000002
97,0,12.32,9.0800000000000001,0.22,0.34000000000000002,-1.0548000000000002
97,1,11.24,7.0599999999999996,0.22,0.34000000000000002,-0.86220000000000008
98,0,11.34,8.2400000000000002,0.34000000000000002,0.28000000000000003,-0.78880000000000028
98,1,9.8200000000000003,6.0,0.29999999999999999,0.31,-0.67180000000000006
99,0,10.640000000000001,7.6600000000000001,0.41999999999999998,0.20000000000000001,-0.56960000000000033
99,1,11.699999999999999,6.5800000000000001,0.17999999999999999,0.28000000000000003,-0.88380000000000025
100,0,11.92,8.2200000000000006,0.20000000000000001,0.29999999999999999,-0.95400000000000029
100,1,10.220000000000001,7.6399999999999997,0.35999999999999999,0.27000000000000002,-0.66380000000000006
101,0,12.220000000000001,9.6199999999999992,0.26000000000000001,0.28000000000000003,-1.0026000000000002
101,1,11.24,6.5599999999999996,0.28000000000000003,0.27000000000000002,-0.67740000000000022
102,0,12.960000000000001,8.9800000000000004,0.22,0.32000000000000001,-1.0324
102,1,10.300000000000001,3.8599999999999999,0.34000000000000002,0.28999999999999998,-0.36440000000000006
103,0,10.640000000000001,7.1399999999999997,0.35999999999999999,0.29999999999999999,-0.68240000000000023
103,1,11.26,5.3600000000000003,0.29999999999999999,0.27000000000000002,-0.52960000000000007
104,0,11.279999999999999,8.0199999999999996,0.32000000000000001,0.28000000000000003,-0.78860000000000019
104,1,8.9199999999999999,4.7400000000000002,0.32000000000000001,0.31,-0.52920000000000011
105,0,9.8599999999999994,6.0599999999999996,0.35999999999999999,0.35999999999999999,-0.63679999999999992
105,1,8.5,4.9199999999999999,0.34000000000000002,0.37,-0.5606000000000001
106,0,10.48,6.5800000000000001,0.35999999999999999,0.26000000000000001,-0.5908000000000001
106,1,9.1199999999999992,4.2199999999999998,0.47999999999999998,0.22,-0.16440000000000007
107,0,10.460000000000001,7.0800000000000001,0.41999999999999998,0.23999999999999999,-0.55520000000000014
107,1,9.9199999999999999,6.2800000000000002,0.26000000000000001,0.28999999999999998,-0.73840000000000006
108,0,11.68,7.5199999999999996,0.22,0.40000000000000002,-0.96740000000000004
108,1,9.4800000000000004,5.6600000000000001,0.28000000000000003,0.38,-0.67780000000000018
109,0,11.119999999999999,7.4199999999999999,0.32000000000000001,0.29999999999999999,-0.75280000000000014
109,1,10.960000000000001,5.2199999999999998,0.28000000000000003,0.29999999999999999,-0.59360000000000002
110,0,14.06,9.7200000000000006,0.16,0.28000000000000003,-1.1310000000000002
110,1,8.4800000000000004,5.2000000000000002,0.35999999999999999,0.34000000000000002,-0.58520000000000005
111,0,10.140000000000001,6.6799999999999997,0.41999999999999998,0.26000000000000001,-0.53580000000000017
111,1,10.460000000000001,6.1600000000000001,0.32000000000000001,0.26000000000000001,-0.59320000000000017
112,0,14.02,8.8200000000000003,0.16,0.26000000000000001,-1.0298000000000003
112,1,11.460000000000001,6.9199999999999999,0.22,0.29999999999999999,-0.85180000000000022
113,0,11.539999999999999,7.7199999999999998,0.23999999999999999,0.35999999999999999,-0.92420000000000013
113,1,11.4,6.9199999999999999,0.22,0.35999999999999999,-0.87100000000000022
114,0,10.92,6.7400000000000002,0.38,0.26000000000000001,-0.58940000000000015
114,1,10.44,5.1600000000000001,0.34000000000000002,0.25,-0.46300000000000013
115,0,11.26,7.1799999999999997,0.17999999999999999,0.38,-0.95320000000000005
115,1,9.3399999999999999,5.8799999999999999,0.40000000000000002,0.33000000000000002,-0.49580000000000013
116,0,12.42,10.119999999999999,0.34000000000000002,0.17999999999999999,-0.86980000000000035
116,1,12.18,11.039999999999999,0.17999999999999999,0.23000000000000001,-1.2108000000000003
117,0,12.859999999999999,10.26,0.22,0.23999999999999999,-1.0674000000000001
117,1,11.5,9.4399999999999995,0.29999999999999999,0.23000000000000001,-0.87940000000000029
118,0,14.140000000000001,11.82,0.26000000000000001,0.14000000000000001,-1.0812000000000004
118,1,13.199999999999999,9.1999999999999993,0.23999999999999999,0.19,-0.95520000000000005
119,0,12.58,10.0,0.32000000000000001,0.16,-0.86100000000000021
119,1,10.279999999999999,6.2199999999999998,0.29999999999999999,0.23000000000000001,-0.65660000000000007
120,0,11.08,7.9000000000000004,0.38,0.17999999999999999,-0.61620000000000019
120,1,11.859999999999999,7.8600000000000003,0.17999999999999999,0.23999999999999999,-0.94120000000000015
121,0,13.380000000000001,10.960000000000001,0.26000000000000001,0.16,-1.0160000000000002
121,1,12.4,8.2599999999999998,0.17999999999999999,0.23000000000000001,-0.98260000000000014
122,0,11.84,8.6799999999999997,0.35999999999999999,0.16,-0.69440000000000013
122,1,10.859999999999999,8.3599999999999994,0.28000000000000003,0.22,-0.85540000000000016
123,0,14.66,13.48,0.16,0.16,-1.3566000000000003
123,1,14.48,13.9,0.17999999999999999,0.14999999999999999,-1.3526000000000005
124,0,12.18,10.52,0.29999999999999999,0.22,-0.9834000000000005
124,1,11.800000000000001,10.48,0.26000000000000001,0.23000000000000001,-1.0362000000000002
125,0,12.539999999999999,10.9,0.35999999999999999,0.12,-0.86160000000000025
125,1,11.0,8.8399999999999999,0.28000000000000003,0.19,-0.8802000000000002
126,0,12.140000000000001,9.4600000000000009,0.22,0.28000000000000003,-1.0278000000000003
126,1,11.4,9.3200000000000003,0.20000000000000001,0.29999999999999999,-1.0676000000000003
127,0,11.859999999999999,9.1600000000000001,0.23999999999999999,0.32000000000000001,-1.0174000000000003
127,1,12.42,9.8200000000000003,0.34000000000000002,0.23000000000000001,-0.80320000000000036
128,0,10.640000000000001,7.5,0.26000000000000001,0.34000000000000002,-0.85540000000000005
128,1,10.74,8.5199999999999996,0.35999999999999999,0.28000000000000003,-0.72840000000000027
129,0,11.98,8.6600000000000001,0.32000000000000001,0.20000000000000001,-0.77400000000000002
129,1,8.0,4.4000000000000004,0.52000000000000002,0.20000000000000001,-0.1488000000000001
130,0,9.2200000000000006,5.7400000000000002,0.47999999999999998,0.23999999999999999,-0.36160000000000009
130,1,8.8399999999999999,3.8199999999999998,0.40000000000000002,0.26000000000000001,-0.30540000000000012
131,0,10.44,6.4199999999999999,0.26000000000000001,0.32000000000000001,-0.73640000000000017
131,1,9.2400000000000002,4.5199999999999996,0.41999999999999998,0.28999999999999998,-0.33240000000000008
132,0,8.2400000000000002,4.7800000000000002,0.5,0.20000000000000001,-0.20560000000000009
132,1,10.98,4.7800000000000002,0.28000000000000003,0.23000000000000001,-0.51460000000000006
133,0,9.8800000000000008,5.2599999999999998,0.40000000000000002,0.22,-0.38600000000000007
133,1,9.9600000000000009,2.8999999999999999,0.32000000000000001,0.26000000000000001,-0.33440000000000003
134,0,9.0199999999999996,4.3399999999999999,0.5,0.20000000000000001,-0.17380000000000009
134,1,9.3800000000000008,4.6799999999999997,0.47999999999999998,0.17999999999999999,-0.18860000000000013
135,0,10.18,4.96,0.5,0.12,-0.16200000000000003
135,1,10.08,2.1200000000000001,0.44,0.14999999999999999,-0.025400000000000054
136,0,15.42,13.9,0.12,0.16,-1.4424000000000003
136,1,18.559999999999999,18.140000000000001,0.059999999999999998,0.089999999999999997,-1.7774000000000003
137,0,13.74,13.039999999999999,0.20000000000000001,0.17999999999999999,-1.2872000000000003
137,1,17.120000000000001,16.440000000000001,0.080000000000000002,0.13,-1.6492000000000004
138,0,15.92,14.74,0.16,0.12,-1.4430000000000001
138,1,17.379999999999999,16.120000000000001,0.080000000000000002,0.11,-1.6428000000000005
139,0,16.0,14.039999999999999,0.16,0.12,-1.3808000000000005
139,1,14.0,12.720000000000001,0.040000000000000001,0.20999999999999999,-1.5414000000000001
140,0,16.239999999999998,14.460000000000001,0.14000000000000001,0.16,-1.4808000000000003
140,1,12.199999999999999,10.84,0.26000000000000001,0.20000000000000001,-1.0726000000000004
141,0,13.800000000000001,10.699999999999999,0.10000000000000001,0.32000000000000001,-1.3168000000000004
141,1,13.32,10.4,0.22,0.28000000000000003,-1.0846000000000005
142,0,14.800000000000001,12.140000000000001,0.17999999999999999,0.20000000000000001,-1.2568000000000006
142,1,14.359999999999999,10.5,0.20000000000000001,0.17999999999999999,-1.0450000000000002
143,0,13.34,9.3800000000000008,0.26000000000000001,0.23999999999999999,-0.95260000000000034
143,1,11.720000000000001,8.7799999999999994,0.29999999999999999,0.25,-0.86180000000000023
144,0,12.52,9.8800000000000008,0.23999999999999999,0.29999999999999999,-1.0690000000000002
144,1,13.82,10.640000000000001,0.28000000000000003,0.20999999999999999,-0.93180000000000041
145,0,12.58,9.9399999999999995,0.23999999999999999,0.26000000000000001,-1.0354000000000003
145,1,12.960000000000001,11.359999999999999,0.20000000000000001,0.25,-1.1876000000000004
146,0,11.76,9.0,0.32000000000000001,0.23999999999999999,-0.84200000000000019
146,1,11.16,6.7800000000000002,0.26000000000000001,0.28000000000000003,-0.77600000000000013
147,0,11.08,8.0199999999999996,0.32000000000000001,0.28000000000000003,-0.7866000000000003
147,1,9.6199999999999992,6.96,0.35999999999999999,0.27000000000000002,-0.61640000000000028
148,0,10.06,6.7199999999999998,0.41999999999999998,0.22,-0.49900000000000022
148,1,10.619999999999999,4.96,0.32000000000000001,0.27000000000000002,-0.54620000000000002
149,0,11.48,8.6799999999999997,0.32000000000000001,0.20000000000000001,-0.77080000000000026
149,1,10.859999999999999,6.4000000000000004,0.22,0.27000000000000002,-0.79900000000000004
150,0,10.92,7.6600000000000001,0.34000000000000002,0.28000000000000003,-0.73240000000000027
150,1,12.0,8.1999999999999993,0.29999999999999999,0.23000000000000001,-0.73320000000000041
151,0,13.140000000000001,8.5600000000000005,0.17999999999999999,0.28000000000000003,-0.99720000000000031
151,1,11.82,5.5999999999999996,0.22,0.27000000000000002,-0.6574000000000001
152,0,11.6,6.8600000000000003,0.16,0.40000000000000002,-0.96779999999999999
152,1,11.5,7.2800000000000002,0.28000000000000003,0.32000000000000001,-0.72500000000000042
153,0,9.5999999999999996,6.5800000000000001,0.34000000000000002,0.32000000000000001,-0.66160000000000008
153,1,12.220000000000001,9.0399999999999991,0.22,0.28000000000000003,-0.95120000000000016
154,0,10.140000000000001,6.4800000000000004,0.26000000000000001,0.38,-0.79820000000000024
154,1,9.5,5.2400000000000002,0.38,0.33000000000000002,-0.46000000000000013
155,0,9.5800000000000001,5.6799999999999997,0.32000000000000001,0.32000000000000001,-0.60060000000000013
155,1,10.82,8.4199999999999999,0.34000000000000002,0.26000000000000001,-0.72060000000000035
156,0,10.66,6.0800000000000001,0.35999999999999999,0.23999999999999999,-0.52780000000000027
156,1,9.1799999999999997,4.5199999999999996,0.47999999999999998,0.20999999999999999,-0.19200000000000006
157,0,9.8000000000000007,6.3600000000000003,0.23999999999999999,0.40000000000000002,-0.82400000000000018
157,1,10.800000000000001,7.2599999999999998,0.32000000000000001,0.32000000000000001,-0.67580000000000029
158,0,10.34,6.6200000000000001,0.35999999999999999,0.26000000000000001,-0.59300000000000008
158,1,10.880000000000001,6.1600000000000001,0.28000000000000003,0.27000000000000002,-0.65760000000000018
159,0,11.84,8.4600000000000009,0.28000000000000003,0.22,-0.8148000000000003
159,1,10.699999999999999,6.9400000000000004,0.28000000000000003,0.26000000000000001,-0.74580000000000013
160,0,11.720000000000001,7.54,0.20000000000000001,0.34000000000000002,-0.93040000000000023
160,1,13.359999999999999,8.5999999999999996,0.20000000000000001,0.27000000000000002,-0.90360000000000029
161,0,12.58,9.6199999999999992,0.26000000000000001,0.22,-0.94680000000000031
161,1,13.18,9.0800000000000001,0.14000000000000001,0.25,-1.0848000000000004
